Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Loading weights:   0%|          | 0/190 [00:00<?, ?it/s]
Loading weights:  27%|██▋       | 52/190 [00:00<00:00, 518.34it/s]
Loading weights: 100%|██████████| 190/190 [00:00<00:00, 1833.79it/s]
[transformers] The tied weights mapping and config for this model specifies to tie shared.weight to lm_head.weight, but both are present in the checkpoints with different values, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning.
[transformers] `torch_dtype` is deprecated! Use `dtype` instead!
Loading weights:   0%|          | 0/559 [00:00<?, ?it/s]
Loading weights:   7%|▋         | 41/559 [00:00<00:01, 394.11it/s]
Loading weights:  15%|█▍        | 82/559 [00:00<00:01, 391.21it/s]
Loading weights:  22%|██▏       | 124/559 [00:00<00:01, 399.89it/s]
Loading weights:  30%|██▉       | 166/559 [00:00<00:00, 396.49it/s]
Loading weights:  37%|███▋      | 206/559 [00:00<00:00, 396.66it/s]
Loading weights:  44%|████▍     | 247/559 [00:00<00:00, 389.57it/s]
Loading weights:  52%|█████▏    | 288/559 [00:00<00:00, 392.22it/s]
Loading weights:  59%|█████▊    | 328/559 [00:00<00:00, 386.87it/s]
Loading weights:  66%|██████▌   | 367/559 [00:00<00:00, 355.88it/s]
Loading weights:  72%|███████▏  | 404/559 [00:01<00:00, 343.15it/s]
Loading weights:  79%|███████▊  | 439/559 [00:01<00:00, 333.37it/s]
Loading weights:  85%|████████▍ | 473/559 [00:01<00:00, 328.61it/s]
Loading weights:  91%|█████████ | 508/559 [00:01<00:00, 324.17it/s]
Loading weights:  97%|█████████▋| 541/559 [00:01<00:00, 323.57it/s]
Loading weights: 100%|██████████| 559/559 [00:01<00:00, 349.53it/s]
[transformers] The tied weights mapping and config for this model specifies to tie shared.weight to lm_head.weight, but both are present in the checkpoints with different values, so we will NOT tie them. You should update the config with `tie_word_embeddings=False` to silence this warning.
[GKD setup]
student         : google/flan-t5-small
teacher         : google/flan-t5-xxl
device          : cuda
divergence      : jsd
beta            : 0.50
lambda          : 0.50
updates         : 1000
micro batch     : 1
grad accum      : 16
effective batch : 16
save dir        : /home/ubuntu/t5_gsm8k/t5_small_gsm8k_gkd_true_laptop
train:   0%|          | 0/1000 [00:00<?, ?it/s]
train:   0%|          | 0/1000 [00:05<?, ?it/s, loss=0.2566, lr=3.75e-06, sup=6, onp=10, gpu=22.24G]
train:  64%|██████▍   | 638/1000 [51:26<26:14,  4.35s/it, loss=0.1627, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  64%|██████▍   | 638/1000 [51:31<26:14,  4.35s/it, loss=0.1709, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  64%|██████▍   | 639/1000 [51:31<26:06,  4.34s/it, loss=0.1709, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  64%|██████▍   | 639/1000 [51:35<26:06,  4.34s/it, loss=0.1565, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  64%|██████▍   | 640/1000 [51:35<26:06,  4.35s/it, loss=0.1565, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  64%|██████▍   | 640/1000 [51:40<26:06,  4.35s/it, loss=0.1812, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  64%|██████▍   | 641/1000 [51:40<26:02,  4.35s/it, loss=0.1812, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  64%|██████▍   | 641/1000 [51:46<26:02,  4.35s/it, loss=0.1642, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  64%|██████▍   | 642/1000 [51:46<26:29,  4.44s/it, loss=0.1642, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  64%|██████▍   | 642/1000 [51:49<26:29,  4.44s/it, loss=0.1578, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  64%|██████▍   | 643/1000 [51:49<26:12,  4.41s/it, loss=0.1578, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  64%|██████▍   | 643/1000 [51:55<26:12,  4.41s/it, loss=0.1440, lr=3.00e-04, sup=9, onp=7, gpu=22.48G] 
train:  64%|██████▍   | 644/1000 [51:55<26:33,  4.48s/it, loss=0.1440, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  64%|██████▍   | 644/1000 [52:00<26:33,  4.48s/it, loss=0.1673, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  64%|██████▍   | 645/1000 [52:00<26:33,  4.49s/it, loss=0.1673, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  64%|██████▍   | 645/1000 [52:06<26:33,  4.49s/it, loss=0.1491, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  65%|██████▍   | 646/1000 [52:06<26:48,  4.54s/it, loss=0.1491, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  65%|██████▍   | 646/1000 [52:10<26:48,  4.54s/it, loss=0.1749, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  65%|██████▍   | 647/1000 [52:10<26:45,  4.55s/it, loss=0.1749, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  65%|██████▍   | 647/1000 [52:14<26:45,  4.55s/it, loss=0.1469, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  65%|██████▍   | 648/1000 [52:14<26:32,  4.52s/it, loss=0.1469, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  65%|██████▍   | 648/1000 [52:18<26:32,  4.52s/it, loss=0.1528, lr=3.00e-04, sup=11, onp=5, gpu=22.48G]
train:  65%|██████▍   | 649/1000 [52:18<26:06,  4.46s/it, loss=0.1528, lr=3.00e-04, sup=11, onp=5, gpu=22.48G]
train:  65%|██████▍   | 649/1000 [52:22<26:06,  4.46s/it, loss=0.1562, lr=3.00e-04, sup=8, onp=8, gpu=22.48G] 
train:  65%|██████▌   | 650/1000 [52:22<25:59,  4.46s/it, loss=0.1562, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
                                                                                                             

train:  65%|██████▌   | 650/1000 [52:22<25:59,  4.46s/it, loss=0.1562, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  65%|██████▌   | 650/1000 [52:27<25:59,  4.46s/it, loss=0.1595, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  65%|██████▌   | 651/1000 [52:27<26:12,  4.51s/it, loss=0.1595, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  65%|██████▌   | 651/1000 [52:30<26:12,  4.51s/it, loss=0.1454, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  65%|██████▌   | 652/1000 [52:30<25:43,  4.44s/it, loss=0.1454, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  65%|██████▌   | 652/1000 [52:34<25:43,  4.44s/it, loss=0.1443, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  65%|██████▌   | 653/1000 [52:34<25:28,  4.41s/it, loss=0.1443, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  65%|██████▌   | 653/1000 [52:38<25:28,  4.41s/it, loss=0.1585, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  65%|██████▌   | 654/1000 [52:38<25:17,  4.39s/it, loss=0.1585, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  65%|██████▌   | 654/1000 [52:42<25:17,  4.39s/it, loss=0.1582, lr=3.00e-04, sup=8, onp=8, gpu=22.48G] 
train:  66%|██████▌   | 655/1000 [52:42<25:07,  4.37s/it, loss=0.1582, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  66%|██████▌   | 655/1000 [52:47<25:07,  4.37s/it, loss=0.1531, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  66%|██████▌   | 656/1000 [52:47<25:14,  4.40s/it, loss=0.1531, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  66%|██████▌   | 656/1000 [52:52<25:14,  4.40s/it, loss=0.1491, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  66%|██████▌   | 657/1000 [52:52<25:12,  4.41s/it, loss=0.1491, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  66%|██████▌   | 657/1000 [52:56<25:12,  4.41s/it, loss=0.1702, lr=3.00e-04, sup=9, onp=7, gpu=22.48G] 
train:  66%|██████▌   | 658/1000 [52:56<24:58,  4.38s/it, loss=0.1702, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  66%|██████▌   | 658/1000 [52:59<24:58,  4.38s/it, loss=0.1752, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  66%|██████▌   | 659/1000 [52:59<24:37,  4.33s/it, loss=0.1752, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  66%|██████▌   | 659/1000 [53:02<24:37,  4.33s/it, loss=0.1618, lr=3.00e-04, sup=13, onp=3, gpu=22.48G]
train:  66%|██████▌   | 660/1000 [53:02<24:00,  4.24s/it, loss=0.1618, lr=3.00e-04, sup=13, onp=3, gpu=22.48G]
train:  66%|██████▌   | 660/1000 [53:05<24:00,  4.24s/it, loss=0.1534, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  66%|██████▌   | 661/1000 [53:05<23:46,  4.21s/it, loss=0.1534, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  66%|██████▌   | 661/1000 [53:11<23:46,  4.21s/it, loss=0.1589, lr=3.00e-04, sup=8, onp=8, gpu=22.48G] 
train:  66%|██████▌   | 662/1000 [53:11<24:03,  4.27s/it, loss=0.1589, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  66%|██████▌   | 662/1000 [53:18<24:03,  4.27s/it, loss=0.1489, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  66%|██████▋   | 663/1000 [53:18<24:42,  4.40s/it, loss=0.1489, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  66%|██████▋   | 663/1000 [53:22<24:42,  4.40s/it, loss=0.1774, lr=3.00e-04, sup=4, onp=12, gpu=22.48G]
train:  66%|██████▋   | 664/1000 [53:22<24:35,  4.39s/it, loss=0.1774, lr=3.00e-04, sup=4, onp=12, gpu=22.48G]
train:  66%|██████▋   | 664/1000 [53:25<24:35,  4.39s/it, loss=0.1614, lr=3.00e-04, sup=7, onp=9, gpu=22.48G] 
train:  66%|██████▋   | 665/1000 [53:25<24:09,  4.33s/it, loss=0.1614, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  66%|██████▋   | 665/1000 [53:30<24:09,  4.33s/it, loss=0.1590, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  67%|██████▋   | 666/1000 [53:30<24:17,  4.36s/it, loss=0.1590, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  67%|██████▋   | 666/1000 [53:34<24:17,  4.36s/it, loss=0.1695, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  67%|██████▋   | 667/1000 [53:34<24:00,  4.33s/it, loss=0.1695, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  67%|██████▋   | 667/1000 [53:37<24:00,  4.33s/it, loss=0.1757, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  67%|██████▋   | 668/1000 [53:37<23:39,  4.28s/it, loss=0.1757, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  67%|██████▋   | 668/1000 [53:41<23:39,  4.28s/it, loss=0.1545, lr=3.00e-04, sup=9, onp=7, gpu=22.48G] 
train:  67%|██████▋   | 669/1000 [53:41<23:40,  4.29s/it, loss=0.1545, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  67%|██████▋   | 669/1000 [53:46<23:40,  4.29s/it, loss=0.1703, lr=3.00e-04, sup=5, onp=11, gpu=22.48G]
train:  67%|██████▋   | 670/1000 [53:46<23:39,  4.30s/it, loss=0.1703, lr=3.00e-04, sup=5, onp=11, gpu=22.48G]
train:  67%|██████▋   | 670/1000 [53:51<23:39,  4.30s/it, loss=0.1499, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  67%|██████▋   | 671/1000 [53:51<23:51,  4.35s/it, loss=0.1499, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  67%|██████▋   | 671/1000 [53:57<23:51,  4.35s/it, loss=0.1593, lr=3.00e-04, sup=7, onp=9, gpu=22.48G] 
train:  67%|██████▋   | 672/1000 [53:57<24:07,  4.41s/it, loss=0.1593, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  67%|██████▋   | 672/1000 [54:00<24:07,  4.41s/it, loss=0.1637, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  67%|██████▋   | 673/1000 [54:00<23:48,  4.37s/it, loss=0.1637, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  67%|██████▋   | 673/1000 [54:06<23:48,  4.37s/it, loss=0.1556, lr=3.00e-04, sup=8, onp=8, gpu=22.48G] 
train:  67%|██████▋   | 674/1000 [54:06<23:59,  4.42s/it, loss=0.1556, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  67%|██████▋   | 674/1000 [54:09<23:59,  4.42s/it, loss=0.1706, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  68%|██████▊   | 675/1000 [54:09<23:45,  4.39s/it, loss=0.1706, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
                                                                                                             

train:  68%|██████▊   | 675/1000 [54:09<23:45,  4.39s/it, loss=0.1706, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  68%|██████▊   | 675/1000 [54:15<23:45,  4.39s/it, loss=0.1466, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  68%|██████▊   | 676/1000 [54:15<23:53,  4.42s/it, loss=0.1466, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  68%|██████▊   | 676/1000 [54:20<23:53,  4.42s/it, loss=0.1521, lr=3.00e-04, sup=8, onp=8, gpu=22.48G] 
train:  68%|██████▊   | 677/1000 [54:20<24:03,  4.47s/it, loss=0.1521, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  68%|██████▊   | 677/1000 [54:26<24:03,  4.47s/it, loss=0.1550, lr=3.00e-04, sup=4, onp=12, gpu=22.48G]
train:  68%|██████▊   | 678/1000 [54:26<24:23,  4.55s/it, loss=0.1550, lr=3.00e-04, sup=4, onp=12, gpu=22.48G]
train:  68%|██████▊   | 678/1000 [54:31<24:23,  4.55s/it, loss=0.1601, lr=3.00e-04, sup=9, onp=7, gpu=22.48G] 
train:  68%|██████▊   | 679/1000 [54:31<24:25,  4.57s/it, loss=0.1601, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  68%|██████▊   | 679/1000 [54:37<24:25,  4.57s/it, loss=0.1494, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  68%|██████▊   | 680/1000 [54:37<24:41,  4.63s/it, loss=0.1494, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  68%|██████▊   | 680/1000 [54:42<24:41,  4.63s/it, loss=0.1627, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  68%|██████▊   | 681/1000 [54:42<24:44,  4.65s/it, loss=0.1627, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  68%|██████▊   | 681/1000 [54:48<24:44,  4.65s/it, loss=0.1557, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  68%|██████▊   | 682/1000 [54:48<24:59,  4.71s/it, loss=0.1557, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  68%|██████▊   | 682/1000 [54:54<24:59,  4.71s/it, loss=0.1455, lr=3.00e-04, sup=8, onp=8, gpu=22.48G] 
train:  68%|██████▊   | 683/1000 [54:54<25:12,  4.77s/it, loss=0.1455, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  68%|██████▊   | 683/1000 [54:58<25:12,  4.77s/it, loss=0.1570, lr=3.00e-04, sup=11, onp=5, gpu=22.48G]
train:  68%|██████▊   | 684/1000 [54:58<25:07,  4.77s/it, loss=0.1570, lr=3.00e-04, sup=11, onp=5, gpu=22.48G]
train:  68%|██████▊   | 684/1000 [55:04<25:07,  4.77s/it, loss=0.1591, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  68%|██████▊   | 685/1000 [55:04<25:09,  4.79s/it, loss=0.1591, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  68%|██████▊   | 685/1000 [55:10<25:09,  4.79s/it, loss=0.1566, lr=3.00e-04, sup=8, onp=8, gpu=22.48G] 
train:  69%|██████▊   | 686/1000 [55:10<25:25,  4.86s/it, loss=0.1566, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  69%|██████▊   | 686/1000 [55:15<25:25,  4.86s/it, loss=0.1554, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  69%|██████▊   | 687/1000 [55:15<25:30,  4.89s/it, loss=0.1554, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  69%|██████▊   | 687/1000 [55:20<25:30,  4.89s/it, loss=0.1564, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  69%|██████▉   | 688/1000 [55:20<25:23,  4.88s/it, loss=0.1564, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  69%|██████▉   | 688/1000 [55:25<25:23,  4.88s/it, loss=0.1538, lr=3.00e-04, sup=8, onp=8, gpu=22.48G] 
train:  69%|██████▉   | 689/1000 [55:25<25:25,  4.90s/it, loss=0.1538, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  69%|██████▉   | 689/1000 [55:30<25:25,  4.90s/it, loss=0.1601, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  69%|██████▉   | 690/1000 [55:30<25:17,  4.89s/it, loss=0.1601, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  69%|██████▉   | 690/1000 [55:36<25:17,  4.89s/it, loss=0.1536, lr=3.00e-04, sup=5, onp=11, gpu=22.48G]
train:  69%|██████▉   | 691/1000 [55:36<25:34,  4.97s/it, loss=0.1536, lr=3.00e-04, sup=5, onp=11, gpu=22.48G]
train:  69%|██████▉   | 691/1000 [55:40<25:34,  4.97s/it, loss=0.1425, lr=3.00e-04, sup=7, onp=9, gpu=22.48G] 
train:  69%|██████▉   | 692/1000 [55:40<25:17,  4.93s/it, loss=0.1425, lr=3.00e-04, sup=7, onp=9, gpu=22.48G]
train:  69%|██████▉   | 692/1000 [55:46<25:17,  4.93s/it, loss=0.1549, lr=3.00e-04, sup=5, onp=11, gpu=22.48G]
train:  69%|██████▉   | 693/1000 [55:46<25:22,  4.96s/it, loss=0.1549, lr=3.00e-04, sup=5, onp=11, gpu=22.48G]
train:  69%|██████▉   | 693/1000 [55:52<25:22,  4.96s/it, loss=0.1457, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  69%|██████▉   | 694/1000 [55:52<25:39,  5.03s/it, loss=0.1457, lr=3.00e-04, sup=6, onp=10, gpu=22.48G]
train:  69%|██████▉   | 694/1000 [55:57<25:39,  5.03s/it, loss=0.1450, lr=3.00e-04, sup=8, onp=8, gpu=22.48G] 
train:  70%|██████▉   | 695/1000 [55:57<25:28,  5.01s/it, loss=0.1450, lr=3.00e-04, sup=8, onp=8, gpu=22.48G]
train:  70%|██████▉   | 695/1000 [56:02<25:28,  5.01s/it, loss=0.1619, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  70%|██████▉   | 696/1000 [56:02<25:18,  5.00s/it, loss=0.1619, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  70%|██████▉   | 696/1000 [56:07<25:18,  5.00s/it, loss=0.1354, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  70%|██████▉   | 697/1000 [56:07<25:16,  5.00s/it, loss=0.1354, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  70%|██████▉   | 697/1000 [56:11<25:16,  5.00s/it, loss=0.1567, lr=3.00e-04, sup=11, onp=5, gpu=22.48G]
train:  70%|██████▉   | 698/1000 [56:11<25:03,  4.98s/it, loss=0.1567, lr=3.00e-04, sup=11, onp=5, gpu=22.48G]
train:  70%|██████▉   | 698/1000 [56:15<25:03,  4.98s/it, loss=0.1586, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  70%|██████▉   | 699/1000 [56:15<24:34,  4.90s/it, loss=0.1586, lr=3.00e-04, sup=10, onp=6, gpu=22.48G]
train:  70%|██████▉   | 699/1000 [56:20<24:34,  4.90s/it, loss=0.1669, lr=3.00e-04, sup=9, onp=7, gpu=22.48G] 
train:  70%|███████   | 700/1000 [56:20<24:30,  4.90s/it, loss=0.1669, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
                                                                                                             

train:  70%|███████   | 700/1000 [56:20<24:30,  4.90s/it, loss=0.1669, lr=3.00e-04, sup=9, onp=7, gpu=22.48G]
train:  70%|███████   | 700/1000 [56:25<24:30,  4.90s/it, loss=0.1495, lr=2.99e-04, sup=9, onp=7, gpu=22.48G]
train:  70%|███████   | 701/1000 [56:25<24:29,  4.91s/it, loss=0.1495, lr=2.99e-04, sup=9, onp=7, gpu=22.48G]
train:  70%|███████   | 701/1000 [56:30<24:29,  4.91s/it, loss=0.1509, lr=2.98e-04, sup=7, onp=9, gpu=22.48G]
train:  70%|███████   | 702/1000 [56:30<24:23,  4.91s/it, loss=0.1509, lr=2.98e-04, sup=7, onp=9, gpu=22.48G]
train:  70%|███████   | 702/1000 [56:33<24:23,  4.91s/it, loss=0.1785, lr=2.97e-04, sup=11, onp=5, gpu=22.48G]
train:  70%|███████   | 703/1000 [56:33<23:50,  4.82s/it, loss=0.1785, lr=2.97e-04, sup=11, onp=5, gpu=22.48G]
train:  70%|███████   | 703/1000 [56:37<23:50,  4.82s/it, loss=0.1400, lr=2.96e-04, sup=7, onp=9, gpu=22.48G] 
train:  70%|███████   | 704/1000 [56:37<23:37,  4.79s/it, loss=0.1400, lr=2.96e-04, sup=7, onp=9, gpu=22.48G]
train:  70%|███████   | 704/1000 [56:42<23:37,  4.79s/it, loss=0.1549, lr=2.95e-04, sup=7, onp=9, gpu=22.48G]
train:  70%|███████   | 705/1000 [56:42<23:41,  4.82s/it, loss=0.1549, lr=2.95e-04, sup=7, onp=9, gpu=22.48G]
train:  70%|███████   | 705/1000 [56:46<23:41,  4.82s/it, loss=0.1526, lr=2.94e-04, sup=10, onp=6, gpu=22.48G]
train:  71%|███████   | 706/1000 [56:46<23:15,  4.75s/it, loss=0.1526, lr=2.94e-04, sup=10, onp=6, gpu=22.48G]
train:  71%|███████   | 706/1000 [56:51<23:15,  4.75s/it, loss=0.1598, lr=2.93e-04, sup=6, onp=10, gpu=22.48G]
train:  71%|███████   | 707/1000 [56:51<23:18,  4.77s/it, loss=0.1598, lr=2.93e-04, sup=6, onp=10, gpu=22.48G]
train:  71%|███████   | 707/1000 [56:56<23:18,  4.77s/it, loss=0.1515, lr=2.92e-04, sup=10, onp=6, gpu=22.48G]
train:  71%|███████   | 708/1000 [56:56<23:22,  4.80s/it, loss=0.1515, lr=2.92e-04, sup=10, onp=6, gpu=22.48G]
train:  71%|███████   | 708/1000 [57:01<23:22,  4.80s/it, loss=0.1535, lr=2.91e-04, sup=10, onp=6, gpu=22.48G]
train:  71%|███████   | 709/1000 [57:01<23:16,  4.80s/it, loss=0.1535, lr=2.91e-04, sup=10, onp=6, gpu=22.48G]
train:  71%|███████   | 709/1000 [57:05<23:16,  4.80s/it, loss=0.1459, lr=2.90e-04, sup=9, onp=7, gpu=22.48G] 
train:  71%|███████   | 710/1000 [57:05<23:01,  4.76s/it, loss=0.1459, lr=2.90e-04, sup=9, onp=7, gpu=22.48G]
train:  71%|███████   | 710/1000 [57:11<23:01,  4.76s/it, loss=0.1526, lr=2.89e-04, sup=7, onp=9, gpu=22.48G]
train:  71%|███████   | 711/1000 [57:11<23:12,  4.82s/it, loss=0.1526, lr=2.89e-04, sup=7, onp=9, gpu=22.48G]
train:  71%|███████   | 711/1000 [57:17<23:12,  4.82s/it, loss=0.1360, lr=2.88e-04, sup=5, onp=11, gpu=22.48G]
train:  71%|███████   | 712/1000 [57:17<23:22,  4.87s/it, loss=0.1360, lr=2.88e-04, sup=5, onp=11, gpu=22.48G]
train:  71%|███████   | 712/1000 [57:20<23:22,  4.87s/it, loss=0.1640, lr=2.87e-04, sup=11, onp=5, gpu=22.48G]
train:  71%|███████▏  | 713/1000 [57:20<22:47,  4.77s/it, loss=0.1640, lr=2.87e-04, sup=11, onp=5, gpu=22.48G]
train:  71%|███████▏  | 713/1000 [57:24<22:47,  4.77s/it, loss=0.1534, lr=2.86e-04, sup=11, onp=5, gpu=22.48G]
train:  71%|███████▏  | 714/1000 [57:24<22:34,  4.73s/it, loss=0.1534, lr=2.86e-04, sup=11, onp=5, gpu=22.48G]
train:  71%|███████▏  | 714/1000 [57:28<22:34,  4.73s/it, loss=0.1633, lr=2.85e-04, sup=6, onp=10, gpu=22.48G]
train:  72%|███████▏  | 715/1000 [57:28<22:18,  4.70s/it, loss=0.1633, lr=2.85e-04, sup=6, onp=10, gpu=22.48G]
train:  72%|███████▏  | 715/1000 [57:31<22:18,  4.70s/it, loss=0.1621, lr=2.84e-04, sup=8, onp=8, gpu=22.48G] 
train:  72%|███████▏  | 716/1000 [57:31<21:53,  4.63s/it, loss=0.1621, lr=2.84e-04, sup=8, onp=8, gpu=22.48G]
train:  72%|███████▏  | 716/1000 [57:36<21:53,  4.63s/it, loss=0.1608, lr=2.83e-04, sup=6, onp=10, gpu=22.48G]
train:  72%|███████▏  | 717/1000 [57:36<21:51,  4.63s/it, loss=0.1608, lr=2.83e-04, sup=6, onp=10, gpu=22.48G]
train:  72%|███████▏  | 717/1000 [57:40<21:51,  4.63s/it, loss=0.1534, lr=2.82e-04, sup=8, onp=8, gpu=22.48G] 
train:  72%|███████▏  | 718/1000 [57:40<21:41,  4.62s/it, loss=0.1534, lr=2.82e-04, sup=8, onp=8, gpu=22.48G]
train:  72%|███████▏  | 718/1000 [57:44<21:41,  4.62s/it, loss=0.1708, lr=2.81e-04, sup=5, onp=11, gpu=22.48G]
train:  72%|███████▏  | 719/1000 [57:44<21:30,  4.59s/it, loss=0.1708, lr=2.81e-04, sup=5, onp=11, gpu=22.48G]
train:  72%|███████▏  | 719/1000 [57:48<21:30,  4.59s/it, loss=0.1583, lr=2.80e-04, sup=10, onp=6, gpu=22.48G]
train:  72%|███████▏  | 720/1000 [57:48<21:17,  4.56s/it, loss=0.1583, lr=2.80e-04, sup=10, onp=6, gpu=22.48G]
train:  72%|███████▏  | 720/1000 [57:52<21:17,  4.56s/it, loss=0.1514, lr=2.79e-04, sup=10, onp=6, gpu=22.48G]
train:  72%|███████▏  | 721/1000 [57:52<20:58,  4.51s/it, loss=0.1514, lr=2.79e-04, sup=10, onp=6, gpu=22.48G]
train:  72%|███████▏  | 721/1000 [57:58<20:58,  4.51s/it, loss=0.1666, lr=2.78e-04, sup=6, onp=10, gpu=22.48G]
train:  72%|███████▏  | 722/1000 [57:58<21:23,  4.62s/it, loss=0.1666, lr=2.78e-04, sup=6, onp=10, gpu=22.48G]
train:  72%|███████▏  | 722/1000 [58:03<21:23,  4.62s/it, loss=0.1679, lr=2.77e-04, sup=7, onp=9, gpu=22.48G] 
train:  72%|███████▏  | 723/1000 [58:03<21:12,  4.59s/it, loss=0.1679, lr=2.77e-04, sup=7, onp=9, gpu=22.48G]
train:  72%|███████▏  | 723/1000 [58:09<21:12,  4.59s/it, loss=0.1564, lr=2.76e-04, sup=7, onp=9, gpu=22.48G]
